Filename,PromptID,PromptType,Model,Category,Tags
../Industrial-Control/Models/GPT/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0642_CARE_GPT.md,642,CARE,GPT,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0648_CARE_GPT.md,648,CARE,GPT,PLC Programing Tasks,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0649_CARE_GPT.md,649,CARE,GPT,PLC Programing Tasks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0641_CARE_GPT.md,641,CARE,GPT,PLC Programing Tasks,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0644_CARE_GPT.md,644,CARE,GPT,PLC Programing Tasks,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0888_RTF_GPT.md,888,RTF,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0885_RTF_GPT.md,885,RTF,GPT,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0883_RTF_GPT.md,883,RTF,GPT,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0887_RTF_GPT.md,887,RTF,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0884_RTF_GPT.md,884,RTF,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0881_RTF_GPT.md,881,RTF,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0886_RTF_GPT.md,886,RTF,GPT,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0889_RTF_GPT.md,889,RTF,GPT,Standard Algorithms,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0890_RTF_GPT.md,890,RTF,GPT,Various Engineering Inputs,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0882_RTF_GPT.md,882,RTF,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0873_RTF_GPT.md,873,RTF,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0879_RTF_GPT.md,879,RTF,GPT,Sequential Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0874_RTF_GPT.md,874,RTF,GPT,Sequential Control,SEQ
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0878_RTF_GPT.md,878,RTF,GPT,Sequential Control,"ACT,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0871_RTF_GPT.md,871,RTF,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0877_RTF_GPT.md,877,RTF,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0876_RTF_GPT.md,876,RTF,GPT,Sequential Control,PIC
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0880_RTF_GPT.md,880,RTF,GPT,Standard Algorithms,"ACT,FIC,PIC,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0872_RTF_GPT.md,872,RTF,GPT,Sequential Control,"ACT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Sequential Control/Answer0875_RTF_GPT.md,875,RTF,GPT,Sequential Control,"ACT,INTLK,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0805_RTF_GPT.md,805,RTF,GPT,Advanced Process Control,"RPT,SEN,TIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0807_RTF_GPT.md,807,RTF,GPT,Advanced Process Control,"ALM,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0808_RTF_GPT.md,808,RTF,GPT,Advanced Process Control,
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0810_RTF_GPT.md,810,RTF,GPT,Diagnostics and Communication,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0802_RTF_GPT.md,802,RTF,GPT,Advanced Process Control,SEQ
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0806_RTF_GPT.md,806,RTF,GPT,Advanced Process Control,"RPT,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0809_RTF_GPT.md,809,RTF,GPT,Advanced Process Control,ALM
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0803_RTF_GPT.md,803,RTF,GPT,Advanced Process Control,SEQ
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0801_RTF_GPT.md,801,RTF,GPT,Advanced Process Control,"ALM,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0804_RTF_GPT.md,804,RTF,GPT,Advanced Process Control,"RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0821_RTF_GPT.md,821,RTF,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0830_RTF_GPT.md,830,RTF,GPT,Mathematical Functions,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0828_RTF_GPT.md,828,RTF,GPT,Interlocks,
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0822_RTF_GPT.md,822,RTF,GPT,Interlocks,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0825_RTF_GPT.md,825,RTF,GPT,Interlocks,"ACT,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0827_RTF_GPT.md,827,RTF,GPT,Interlocks,"ACT,ALM,INTLK,PIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0824_RTF_GPT.md,824,RTF,GPT,Interlocks,"ACT,FIC,INTLK,LOGIC,PIC,RPT"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0823_RTF_GPT.md,823,RTF,GPT,Interlocks,"ACT,ALM,INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0829_RTF_GPT.md,829,RTF,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Interlocks/Answer0826_RTF_GPT.md,826,RTF,GPT,Interlocks,INTLK
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0867_RTF_GPT.md,867,RTF,GPT,Programmer Support,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0869_RTF_GPT.md,869,RTF,GPT,Programmer Support,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0861_RTF_GPT.md,861,RTF,GPT,Programmer Support,"SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0863_RTF_GPT.md,863,RTF,GPT,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0864_RTF_GPT.md,864,RTF,GPT,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0868_RTF_GPT.md,868,RTF,GPT,Programmer Support,"INTLK,LOGIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0866_RTF_GPT.md,866,RTF,GPT,Programmer Support,"ACT,ALM,PIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0865_RTF_GPT.md,865,RTF,GPT,Programmer Support,"ACT,ALM"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0870_RTF_GPT.md,870,RTF,GPT,Sequential Control,"ACT,ALM,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Programmer Support/Answer0862_RTF_GPT.md,862,RTF,GPT,Programmer Support,"INTLK,LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0837_RTF_GPT.md,837,RTF,GPT,Mathematical Functions,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0832_RTF_GPT.md,832,RTF,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0835_RTF_GPT.md,835,RTF,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0838_RTF_GPT.md,838,RTF,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0836_RTF_GPT.md,836,RTF,GPT,Mathematical Functions,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0839_RTF_GPT.md,839,RTF,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0840_RTF_GPT.md,840,RTF,GPT,PLC Programing Tasks,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0833_RTF_GPT.md,833,RTF,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0831_RTF_GPT.md,831,RTF,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0834_RTF_GPT.md,834,RTF,GPT,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0858_RTF_GPT.md,858,RTF,GPT,Process Control,"ALM,FIC,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0859_RTF_GPT.md,859,RTF,GPT,Process Control,"ACT,ALM,FIC,PIC,RPT"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0855_RTF_GPT.md,855,RTF,GPT,Process Control,"ACT,ALM,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0857_RTF_GPT.md,857,RTF,GPT,Process Control,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0856_RTF_GPT.md,856,RTF,GPT,Process Control,"ACT,ALM,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0853_RTF_GPT.md,853,RTF,GPT,Process Control,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0860_RTF_GPT.md,860,RTF,GPT,Programmer Support,"ACT,ALM,FIC,LOGIC,RPT,TIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0854_RTF_GPT.md,854,RTF,GPT,Process Control,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0851_RTF_GPT.md,851,RTF,GPT,Process Control,"ALM,FIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Process Control/Answer0852_RTF_GPT.md,852,RTF,GPT,Process Control,"ALM,FIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0898_RTF_GPT.md,898,RTF,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,PIC,RPT,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0900_RTF_GPT.md,900,RTF,GPT,Unknown,"ACT,ALM,FIC,INTLK,PIC,TIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0895_RTF_GPT.md,895,RTF,GPT,Various Engineering Inputs,SEQ
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0894_RTF_GPT.md,894,RTF,GPT,Various Engineering Inputs,
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0891_RTF_GPT.md,891,RTF,GPT,Various Engineering Inputs,ACT
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0896_RTF_GPT.md,896,RTF,GPT,Various Engineering Inputs,"RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0899_RTF_GPT.md,899,RTF,GPT,Various Engineering Inputs,"ACT,ALM,FIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0897_RTF_GPT.md,897,RTF,GPT,Various Engineering Inputs,"ACT,ALM,FIC,PIC,SEN,SEQ,TIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0893_RTF_GPT.md,893,RTF,GPT,Various Engineering Inputs,"ACT,FIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Various Engineering Inputs/Answer0892_RTF_GPT.md,892,RTF,GPT,Various Engineering Inputs,"ACT,FIC"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0814_RTF_GPT.md,814,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0817_RTF_GPT.md,817,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0813_RTF_GPT.md,813,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0812_RTF_GPT.md,812,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0818_RTF_GPT.md,818,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0816_RTF_GPT.md,816,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0811_RTF_GPT.md,811,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0820_RTF_GPT.md,820,RTF,GPT,Interlocks,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0815_RTF_GPT.md,815,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/Diagnostics and Communication/Answer0819_RTF_GPT.md,819,RTF,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0850_RTF_GPT.md,850,RTF,GPT,Process Control,"ACT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0847_RTF_GPT.md,847,RTF,GPT,PLC Programing Tasks,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0843_RTF_GPT.md,843,RTF,GPT,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0849_RTF_GPT.md,849,RTF,GPT,PLC Programing Tasks,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0845_RTF_GPT.md,845,RTF,GPT,PLC Programing Tasks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0844_RTF_GPT.md,844,RTF,GPT,PLC Programing Tasks,SEN
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0842_RTF_GPT.md,842,RTF,GPT,PLC Programing Tasks,"ACT,INTLK,LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0848_RTF_GPT.md,848,RTF,GPT,PLC Programing Tasks,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0846_RTF_GPT.md,846,RTF,GPT,PLC Programing Tasks,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-T-F(Role-Task-Format)/PLC Programing Tasks/Answer0841_RTF_GPT.md,841,RTF,GPT,PLC Programing Tasks,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0582_BAB_GPT.md,582,BAB,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0581_BAB_GPT.md,581,BAB,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0590_BAB_GPT.md,590,BAB,GPT,Various Engineering Inputs,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0583_BAB_GPT.md,583,BAB,GPT,Standard Algorithms,"ALM,INTLK,LOGIC,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0589_BAB_GPT.md,589,BAB,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0586_BAB_GPT.md,586,BAB,GPT,Standard Algorithms,"INTLK,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0584_BAB_GPT.md,584,BAB,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0588_BAB_GPT.md,588,BAB,GPT,Standard Algorithms,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0585_BAB_GPT.md,585,BAB,GPT,Standard Algorithms,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Standard Algorithms/Answer0587_BAB_GPT.md,587,BAB,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0580_BAB_GPT.md,580,BAB,GPT,Standard Algorithms,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0578_BAB_GPT.md,578,BAB,GPT,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEQ,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0574_BAB_GPT.md,574,BAB,GPT,Sequential Control,"INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0576_BAB_GPT.md,576,BAB,GPT,Sequential Control,"RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0579_BAB_GPT.md,579,BAB,GPT,Sequential Control,ACT
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0575_BAB_GPT.md,575,BAB,GPT,Sequential Control,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0572_BAB_GPT.md,572,BAB,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0577_BAB_GPT.md,577,BAB,GPT,Sequential Control,"ACT,FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0573_BAB_GPT.md,573,BAB,GPT,Sequential Control,
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Sequential Control/Answer0571_BAB_GPT.md,571,BAB,GPT,Sequential Control,"ACT,PIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0505_BAB_GPT.md,505,BAB,GPT,Advanced Process Control,"ALM,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0504_BAB_GPT.md,504,BAB,GPT,Advanced Process Control,"FIC,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0507_BAB_GPT.md,507,BAB,GPT,Advanced Process Control,"RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0508_BAB_GPT.md,508,BAB,GPT,Advanced Process Control,"RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0502_BAB_GPT.md,502,BAB,GPT,Advanced Process Control,"PIC,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0503_BAB_GPT.md,503,BAB,GPT,Advanced Process Control,"RPT,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0510_BAB_GPT.md,510,BAB,GPT,Diagnostics and Communication,"RPT,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0509_BAB_GPT.md,509,BAB,GPT,Advanced Process Control,"ACT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0501_BAB_GPT.md,501,BAB,GPT,Advanced Process Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Advanced Process Control/Answer0506_BAB_GPT.md,506,BAB,GPT,Advanced Process Control,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0530_BAB_GPT.md,530,BAB,GPT,Mathematical Functions,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0522_BAB_GPT.md,522,BAB,GPT,Interlocks,"ACT,ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0529_BAB_GPT.md,529,BAB,GPT,Interlocks,"ACT,ALM,INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0524_BAB_GPT.md,524,BAB,GPT,Interlocks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0526_BAB_GPT.md,526,BAB,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0523_BAB_GPT.md,523,BAB,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0527_BAB_GPT.md,527,BAB,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0521_BAB_GPT.md,521,BAB,GPT,Interlocks,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0528_BAB_GPT.md,528,BAB,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Interlocks/Answer0525_BAB_GPT.md,525,BAB,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0563_BAB_GPT.md,563,BAB,GPT,Programmer Support,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0566_BAB_GPT.md,566,BAB,GPT,Programmer Support,"ACT,ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0562_BAB_GPT.md,562,BAB,GPT,Programmer Support,
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0567_BAB_GPT.md,567,BAB,GPT,Programmer Support,"ACT,RPT,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0565_BAB_GPT.md,565,BAB,GPT,Programmer Support,"LOGIC,RPT,SEN,SEQ"
